customerID,SeniorCitizen,Partner,Dependents,tenure,InternetService,Contract,MonthlyCharges,TotalCharges,TechSupport,Churn
C0730,0,No,No,65,DSL,Month-to-month,59.99,4022.61,No,No
C0731,0,Yes,Yes,15,Fiber optic,Month-to-month,113.37,2188.57,Yes,Yes
C0732,0,Yes,Yes,50,No,Month-to-month,61.92,3268.41,Yes,Yes
C0733,0,No,No,38,Fiber optic,One year,107.55,4255.56,No,No
C0734,0,Yes,No,39,Fiber optic,Two year,79.76,3266.6,Yes,No
C0735,0,No,Yes,37,No,One year,43.21,1659.83,No,No
C0736,0,No,No,59,DSL,Two year,54.3,3259.27,Yes,No
C0737,0,No,No,58,DSL,One year,26.56,1864.53,No,No
C0738,0,No,No,9,DSL,Month-to-month,52.01,905.65,No,No
C0739,0,No,No,63,No,Month-to-month,87.11,5883.19,No,Yes
C0740,0,No,No,62,No,One year,25.36,1642.87,No,Yes
C0741,0,Yes,No,48,Fiber optic,Month-to-month,38.95,2142.39,No,No
C0742,0,Yes,No,63,DSL,Month-to-month,56.91,3638.13,Yes,No
C0743,0,No,No,31,Fiber optic,Month-to-month,118.17,3685.92,No,Yes
C0744,0,No,Yes,6,DSL,Two year,98.06,916.55,No,No
C0745,0,No,No,20,DSL,Month-to-month,92.82,2123.98,Yes,No
C0746,0,Yes,No,19,Fiber optic,One year,29.85,608.16,Yes,Yes
C0747,0,No,No,25,No,Two year,97.66,2458.97,No,No
C0748,0,No,Yes,67,No,Month-to-month,98.1,7067.58,Yes,No
C0749,0,No,Yes,14,Fiber optic,Month-to-month,79.31,1125.35,No,Yes
C0750,1,Yes,Yes,13,DSL,Month-to-month,119.02,1769.52,No,Yes
C0751,1,No,Yes,26,DSL,One year,51.18,1582.99,No,No
C0752,0,Yes,No,39,DSL,One year,114.01,4505.03,No,No
C0753,0,Yes,No,57,Fiber optic,Two year,111.3,6428.63,No,Yes
C0754,0,No,No,27,No,One year,19.17,693.49,Yes,No
C0755,0,Yes,Yes,25,Fiber optic,Month-to-month,63.91,1978.59,No,Yes
C0756,0,Yes,Yes,62,Fiber optic,Month-to-month,117.66,7548.46,Yes,No
C0757,0,Yes,Yes,65,DSL,One year,28.52,2172.75,No,No
C0758,1,No,No,24,DSL,Month-to-month,73.87,2265.47,No,Yes
C0759,1,Yes,No,2,Fiber optic,Month-to-month,117.85,619.7,Yes,Yes
C0760,0,No,Yes,71,DSL,Month-to-month,74.66,5518.04,No,Yes
C0761,0,No,Yes,43,Fiber optic,Month-to-month,37.36,1829.7,Yes,Yes
C0762,0,No,No,41,No,Month-to-month,77.38,3481.97,No,No
C0763,0,Yes,No,5,Fiber optic,Month-to-month,38.85,526.93,No,Yes
C0764,0,No,No,38,DSL,Month-to-month,71.01,2948.74,No,Yes
C0765,0,Yes,No,51,DSL,Month-to-month,25.55,1625.48,Yes,Yes
C0766,0,Yes,Yes,22,Fiber optic,One year,79.76,1766.49,No,No
C0767,0,Yes,No,49,Fiber optic,Two year,70.71,3679.6,No,No
C0768,0,Yes,No,42,Fiber optic,Month-to-month,93.5,4066.47,No,Yes
C0769,1,No,No,18,Fiber optic,One year,82.33,1546.53,No,Yes
C0770,0,No,No,68,Fiber optic,Month-to-month,74.06,5085.85,Yes,Yes
C0771,0,Yes,Yes,50,Fiber optic,Month-to-month,88.36,4719.6,No,Yes
C0772,0,No,No,10,DSL,Two year,32.68,588.6,No,No
C0773,0,No,No,11,No,One year,78.73,992.82,No,No
C0774,0,No,No,7,DSL,Two year,35.56,484.4,No,Yes
C0775,0,Yes,No,23,DSL,Month-to-month,112.4,2831.32,No,Yes
C0776,1,No,No,40,Fiber optic,Month-to-month,24.97,1096.3,No,Yes
C0777,0,Yes,No,35,Fiber optic,Two year,61.9,2492.55,Yes,Yes
C0778,0,No,No,71,No,Month-to-month,88.97,6707.33,Yes,Yes
C0779,0,Yes,Yes,54,Fiber optic,Month-to-month,64.72,3890.61,No,No
C0780,1,Yes,No,8,No,One year,27.39,520.35,No,No
C0781,0,Yes,No,46,No,Two year,74.44,3680.06,No,No
C0782,0,No,Yes,14,Fiber optic,Two year,83.45,1198.8,No,No
C0783,0,Yes,No,47,Fiber optic,Month-to-month,89.79,4364.05,No,Yes
C0784,0,No,No,41,Fiber optic,Two year,56.07,2345.51,Yes,No
C0785,0,Yes,No,59,No,Month-to-month,75.49,4935.82,No,Yes
C0786,0,No,No,69,Fiber optic,Month-to-month,63.97,4481.47,No,Yes
C0787,0,Yes,No,11,DSL,One year,86.55,1027.94,Yes,No
C0788,0,No,Yes,1,Fiber optic,Month-to-month,77.52,522.31,Yes,Yes
C0789,0,Yes,Yes,6,DSL,Month-to-month,71.63,901.74,No,Yes
C0790,0,Yes,No,2,Fiber optic,One year,43.45,469.81,Yes,Yes
C0791,0,Yes,No,2,DSL,Month-to-month,18.21,39.12,No,Yes
C0792,0,No,No,26,Fiber optic,Month-to-month,35.76,930.43,Yes,Yes
C0793,0,Yes,Yes,39,No,Month-to-month,29.94,1356.71,No,No
C0794,0,Yes,No,32,DSL,Month-to-month,63.81,2113.62,No,No
C0795,1,Yes,Yes,0,DSL,Month-to-month,80.45,9.19,No,Yes
C0796,1,Yes,No,7,DSL,One year,39.73,510.14,Yes,Yes
C0797,0,No,No,31,Fiber optic,One year,113.78,3998.71,Yes,Yes
C0798,0,Yes,No,47,DSL,Month-to-month,18.68,1039.87,No,No
C0799,0,Yes,Yes,3,DSL,Two year,96.77,620.88,No,Yes
C0800,1,No,Yes,69,DSL,Month-to-month,81.77,5968.25,Yes,No
C0801,0,No,No,18,Fiber optic,Month-to-month,56.1,1135.34,Yes,Yes
C0802,0,No,Yes,31,DSL,Two year,23.15,1042.86,No,No
C0803,0,Yes,No,8,Fiber optic,Month-to-month,82.0,762.17,No,Yes
C0804,1,No,No,11,DSL,Two year,57.33,691.63,Yes,No
C0805,0,No,No,10,Fiber optic,Month-to-month,113.5,1485.69,Yes,No
C0806,0,No,No,45,DSL,One year,73.28,3354.32,No,No
C0807,0,Yes,No,15,Fiber optic,Month-to-month,113.84,2206.05,No,Yes
C0808,0,Yes,Yes,0,DSL,Month-to-month,40.49,91.73,No,Yes
C0809,0,Yes,No,62,Fiber optic,Month-to-month,92.02,6002.31,No,Yes
C0810,0,No,No,20,No,One year,80.96,1824.89,Yes,No
C0811,0,Yes,Yes,29,No,Month-to-month,93.42,2772.37,No,Yes
C0812,1,No,No,12,Fiber optic,Two year,39.9,492.72,No,No
C0813,0,No,Yes,33,Fiber optic,Month-to-month,85.83,3143.76,No,Yes
C0814,0,No,Yes,3,No,Month-to-month,68.8,609.78,No,No
C0815,0,Yes,Yes,27,Fiber optic,Month-to-month,93.77,2952.8,Yes,Yes
C0816,0,No,No,58,DSL,One year,51.36,3220.24,No,No
C0817,0,No,No,26,No,Two year,108.79,3217.27,No,No
C0818,0,Yes,No,68,Fiber optic,Month-to-month,26.6,2145.22,No,No
C0819,0,No,Yes,24,DSL,One year,100.33,2770.05,No,No
C0820,1,No,No,2,DSL,Month-to-month,105.85,458.0,Yes,Yes
C0821,1,No,No,67,DSL,One year,101.36,7107.83,No,No
C0822,1,Yes,No,24,Fiber optic,Two year,70.3,2089.96,No,No
C0823,0,No,Yes,19,DSL,Month-to-month,62.72,1390.62,No,No
C0824,0,Yes,Yes,33,DSL,Month-to-month,119.62,4350.45,No,Yes
C0825,0,Yes,Yes,25,DSL,Two year,41.38,1330.51,No,No
C0826,0,No,No,4,Fiber optic,Two year,73.78,378.07,No,No
C0827,0,No,No,60,Fiber optic,One year,86.41,5196.94,Yes,No
C0828,0,No,No,8,DSL,Month-to-month,89.49,897.3,Yes,Yes
C0829,0,No,No,49,DSL,Month-to-month,38.81,2175.04,No,No
C0830,0,Yes,No,5,DSL,Month-to-month,84.71,843.46,Yes,Yes
C0831,0,Yes,No,59,No,Two year,101.47,6050.47,No,No
C0832,0,No,No,43,Fiber optic,One year,23.1,1393.4,No,No
C0833,0,Yes,No,10,Fiber optic,Month-to-month,110.98,1541.3,No,Yes
C0834,0,No,Yes,65,DSL,Month-to-month,21.01,1440.99,Yes,No
C0835,0,No,No,46,Fiber optic,Month-to-month,54.31,2924.06,No,No
C0836,0,No,No,72,Fiber optic,Month-to-month,19.61,1907.65,Yes,Yes
C0837,1,No,No,2,DSL,Month-to-month,25.87,415.16,No,Yes
C0838,0,Yes,No,29,DSL,Month-to-month,110.94,3609.64,No,Yes
C0839,1,Yes,No,20,Fiber optic,Month-to-month,54.2,1581.21,No,Yes
C0840,0,No,No,27,No,Month-to-month,61.33,1958.65,No,Yes
C0841,0,No,No,61,No,Month-to-month,39.97,2592.11,Yes,Yes
C0842,0,Yes,No,32,Fiber optic,Month-to-month,78.9,2943.57,No,Yes
C0843,0,Yes,No,34,Fiber optic,Month-to-month,78.67,2982.02,Yes,No
C0844,0,Yes,Yes,51,DSL,Month-to-month,55.96,3144.56,No,Yes
C0845,0,No,No,33,Fiber optic,Month-to-month,51.97,1841.83,Yes,Yes
C0846,0,Yes,No,40,Fiber optic,Month-to-month,108.27,4708.97,No,Yes
C0847,0,No,No,50,DSL,Month-to-month,57.09,2895.33,No,No
C0848,0,No,No,46,No,One year,68.34,3605.78,No,No
C0849,0,Yes,No,57,DSL,Two year,46.9,2836.21,No,No
C0850,0,No,No,56,DSL,One year,98.25,5565.89,No,No
C0851,0,Yes,No,22,Fiber optic,Month-to-month,58.54,1509.06,Yes,No
C0852,0,No,No,47,Fiber optic,Two year,70.39,3329.56,No,No
C0853,0,No,No,21,Fiber optic,One year,43.84,1262.95,Yes,No
C0854,0,No,No,16,DSL,Month-to-month,118.74,2351.19,No,No
C0855,0,No,No,68,No,Month-to-month,47.73,3664.27,No,No
C0856,1,No,No,10,Fiber optic,Two year,96.62,1029.88,No,Yes
C0857,0,No,Yes,14,Fiber optic,Month-to-month,61.6,925.54,No,Yes
C0858,0,Yes,No,34,No,Month-to-month,39.03,1733.74,No,Yes
C0859,0,Yes,Yes,32,Fiber optic,One year,99.57,3648.37,No,Yes
C0860,0,No,No,15,DSL,Two year,52.03,1010.78,Yes,No
C0861,0,Yes,Yes,33,Fiber optic,Month-to-month,106.25,3755.74,No,Yes
C0862,0,No,No,65,DSL,Month-to-month,111.36,7397.53,No,No
C0863,0,Yes,No,39,DSL,Month-to-month,105.7,4569.43,No,Yes
C0864,0,Yes,No,27,Fiber optic,One year,21.57,904.84,No,No
C0865,0,No,No,46,No,Month-to-month,98.31,4666.39,Yes,No
C0866,0,Yes,No,38,DSL,Month-to-month,59.96,2427.87,No,Yes
C0867,0,No,No,69,Fiber optic,Two year,107.12,7836.88,No,No
C0868,0,Yes,No,72,DSL,Month-to-month,83.07,5987.86,Yes,Yes
C0869,1,No,No,19,Fiber optic,One year,103.03,2118.93,Yes,No
C0870,0,Yes,No,0,Fiber optic,Month-to-month,68.94,277.18,No,Yes
C0871,0,No,No,71,Fiber optic,Month-to-month,72.57,5226.58,No,Yes
C0872,0,Yes,No,62,DSL,One year,32.73,2075.31,No,No
C0873,1,No,No,66,Fiber optic,Month-to-month,97.97,6873.66,No,Yes
C0874,0,Yes,No,3,No,Month-to-month,60.78,629.54,No,Yes
C0875,0,No,No,57,Fiber optic,Month-to-month,69.01,4345.37,Yes,No
C0876,0,Yes,No,24,Fiber optic,One year,98.08,2803.31,No,No
C0877,0,No,No,46,No,Two year,79.08,3914.24,Yes,No
C0878,0,Yes,No,37,DSL,Two year,38.51,1831.0,No,No
C0879,0,No,No,14,Fiber optic,Month-to-month,78.2,1286.82,No,Yes
C0880,1,No,No,62,No,Month-to-month,59.58,4027.09,No,No
C0881,0,No,Yes,20,DSL,Month-to-month,65.89,1812.22,No,Yes
C0882,0,No,Yes,56,Fiber optic,Two year,20.89,1282.7,No,No
C0883,0,Yes,No,52,DSL,Month-to-month,39.42,2244.79,Yes,Yes
C0884,0,Yes,No,45,Fiber optic,Two year,46.67,2340.17,No,Yes
C0885,1,Yes,No,13,Fiber optic,Month-to-month,90.72,1248.37,Yes,Yes
C0886,0,No,No,16,DSL,Two year,19.17,347.24,No,No
C0887,0,No,No,38,Fiber optic,Two year,59.7,2683.46,No,No
C0888,0,No,No,8,DSL,Two year,112.25,1386.4,No,No
C0889,0,No,No,5,Fiber optic,Month-to-month,29.41,349.41,No,Yes
C0890,0,No,No,22,DSL,Month-to-month,70.68,1598.78,No,Yes
C0891,1,Yes,No,58,No,Month-to-month,98.23,5730.25,Yes,No
C0892,1,Yes,Yes,45,DSL,Month-to-month,114.14,5581.96,No,Yes
C0893,0,Yes,No,37,No,Month-to-month,94.17,3716.2,No,No
C0894,0,No,No,13,Fiber optic,Month-to-month,91.5,1349.51,No,Yes
C0895,0,No,No,71,DSL,Month-to-month,102.3,7501.53,No,No
C0896,1,No,No,61,Fiber optic,One year,63.51,4033.26,No,No
C0897,0,No,No,34,Fiber optic,One year,100.2,3651.32,No,Yes
C0898,0,No,Yes,18,Fiber optic,Month-to-month,18.81,768.36,Yes,Yes
C0899,0,No,No,29,DSL,Two year,112.31,3553.14,No,No
C0900,0,No,Yes,24,Fiber optic,Month-to-month,63.22,1864.61,No,No
C0901,1,Yes,No,39,DSL,Month-to-month,74.44,3085.5,No,Yes
C0902,0,Yes,No,13,DSL,Month-to-month,44.0,941.25,No,Yes
C0903,0,No,No,25,Fiber optic,Two year,93.74,2676.81,Yes,Yes
C0904,0,No,No,21,DSL,Month-to-month,25.82,602.0,Yes,No
C0905,0,No,Yes,47,DSL,Month-to-month,107.01,5315.79,Yes,Yes
C0906,0,Yes,No,50,DSL,One year,102.47,5251.87,No,No
C0907,0,Yes,Yes,2,DSL,Month-to-month,40.04,482.13,Yes,Yes
C0908,0,No,No,41,DSL,One year,100.55,4335.52,No,Yes
C0909,0,Yes,No,18,No,Two year,98.21,2265.12,No,No
C0910,0,Yes,No,72,DSL,Two year,82.49,5985.53,No,No
C0911,0,Yes,Yes,27,Fiber optic,Month-to-month,56.1,1904.87,No,No
C0912,0,No,No,44,DSL,Month-to-month,45.69,2347.21,Yes,Yes
C0913,0,Yes,No,70,No,Month-to-month,41.64,3298.55,Yes,Yes
C0914,0,Yes,Yes,62,DSL,Month-to-month,50.5,3284.76,No,No
C0915,0,No,No,72,No,Month-to-month,110.16,8177.55,Yes,Yes
C0916,0,No,Yes,18,Fiber optic,Month-to-month,25.92,864.81,No,Yes
C0917,0,Yes,Yes,46,DSL,Two year,102.54,4833.11,No,Yes
C0918,1,No,No,13,No,Two year,53.59,809.69,No,Yes
C0919,0,Yes,No,37,Fiber optic,Month-to-month,71.2,2909.93,Yes,Yes
C0920,0,Yes,No,52,DSL,Month-to-month,99.04,5411.86,No,Yes
C0921,0,No,No,60,Fiber optic,Month-to-month,108.21,6633.73,Yes,Yes
C0922,0,No,No,35,No,Month-to-month,53.17,2009.99,No,No
C0923,1,Yes,No,39,Fiber optic,One year,65.11,2678.21,No,Yes
C0924,0,No,No,29,DSL,One year,60.28,2133.88,No,No
C0925,1,No,No,8,Fiber optic,Two year,19.35,480.75,No,Yes
C0926,0,Yes,Yes,63,Fiber optic,One year,48.19,3452.18,No,No
C0927,1,Yes,Yes,32,No,Month-to-month,64.84,2562.62,No,Yes
C0928,1,Yes,No,51,Fiber optic,One year,59.93,3293.51,No,No
C0929,1,Yes,No,13,DSL,Month-to-month,91.64,1224.67,Yes,Yes
C0930,0,Yes,Yes,52,No,One year,57.25,3001.05,No,No
C0931,0,Yes,No,58,DSL,Month-to-month,67.92,4087.19,No,Yes
C0932,0,No,Yes,40,DSL,Month-to-month,61.82,2939.07,Yes,Yes
C0933,0,No,No,67,Fiber optic,Month-to-month,93.54,6528.79,Yes,No
C0934,1,Yes,Yes,67,Fiber optic,Month-to-month,106.02,7239.23,Yes,Yes
C0935,0,No,No,7,DSL,Two year,72.25,705.33,Yes,No
C0936,1,No,No,1,Fiber optic,Month-to-month,98.52,397.82,No,No
C0937,0,Yes,Yes,40,Fiber optic,Month-to-month,48.27,2257.27,No,Yes
C0938,0,No,No,54,Fiber optic,Month-to-month,73.22,4030.84,No,Yes
C0939,0,No,No,15,No,One year,53.21,1286.67,No,No
C0940,0,Yes,No,61,Fiber optic,Month-to-month,60.25,3947.64,No,Yes
C0941,0,No,Yes,47,DSL,Two year,92.71,4425.21,Yes,No
C0942,0,No,No,29,DSL,Two year,107.93,3576.79,No,No
C0943,1,Yes,No,11,No,One year,30.39,371.61,No,No
C0944,0,No,No,34,DSL,One year,82.73,3266.69,No,No
C0945,0,No,Yes,10,Fiber optic,Month-to-month,77.38,1272.08,No,No
C0946,0,No,No,63,Fiber optic,Month-to-month,30.08,2245.26,No,Yes
C0947,0,Yes,No,49,Fiber optic,One year,39.61,2326.11,Yes,Yes
C0948,0,Yes,No,20,DSL,Month-to-month,49.72,1163.05,No,No
C0949,0,No,No,68,Fiber optic,Month-to-month,35.03,2852.83,Yes,Yes
C0950,0,No,No,47,Fiber optic,One year,42.86,2279.28,No,No
C0951,0,Yes,No,19,No,Month-to-month,45.3,1226.89,No,No
C0952,0,Yes,No,66,DSL,Two year,52.24,3909.89,Yes,No
C0953,1,No,No,43,Fiber optic,Month-to-month,94.44,4548.51,No,Yes
C0954,0,Yes,No,32,Fiber optic,One year,76.34,2859.48,Yes,Yes
C0955,0,No,No,72,Fiber optic,Month-to-month,118.6,8690.71,No,Yes
C0956,0,No,No,60,Fiber optic,One year,60.3,4101.27,No,No
C0957,0,Yes,No,8,DSL,Month-to-month,94.89,1073.18,No,Yes
C0958,0,Yes,No,67,DSL,Month-to-month,106.89,7626.95,Yes,Yes
C0959,0,No,No,34,Fiber optic,Two year,87.26,3304.89,No,No
C0960,0,No,No,64,Fiber optic,Month-to-month,60.01,3994.26,No,Yes
C0961,0,Yes,No,7,Fiber optic,Month-to-month,94.87,849.1,No,Yes
C0962,0,No,No,44,DSL,Month-to-month,38.77,1981.12,Yes,Yes
C0963,0,Yes,No,46,DSL,One year,51.41,2759.87,No,No
C0964,0,Yes,No,39,DSL,Month-to-month,73.76,3035.63,No,Yes
C0965,0,Yes,No,53,DSL,Two year,76.69,4354.44,Yes,No
C0966,0,Yes,No,45,Fiber optic,Month-to-month,20.26,1084.51,No,Yes
C0967,0,Yes,No,46,No,Month-to-month,114.4,5670.28,No,No
C0968,0,No,No,14,DSL,One year,89.06,1480.2,No,No
C0969,0,Yes,No,18,DSL,One year,68.56,1272.44,No,No
C0970,0,Yes,No,25,DSL,Two year,113.18,2912.53,No,No
C0971,1,Yes,No,51,Fiber optic,Two year,62.79,3232.84,No,No
C0972,0,Yes,Yes,21,DSL,Month-to-month,118.0,2727.65,Yes,Yes
C0973,0,Yes,Yes,20,No,Month-to-month,70.25,1458.17,No,Yes
C0974,0,Yes,Yes,50,Fiber optic,Month-to-month,29.66,1540.07,No,Yes
C0975,0,Yes,No,37,No,One year,96.01,4022.89,No,Yes
C0976,0,No,No,19,No,Two year,87.25,2094.08,No,No
C0977,0,No,Yes,28,Fiber optic,Month-to-month,96.84,2937.56,No,No
C0978,0,No,No,50,Fiber optic,Month-to-month,115.05,6245.4,No,No
C0979,1,No,No,3,DSL,Month-to-month,97.2,291.69,No,Yes
C0980,0,Yes,No,54,Fiber optic,Two year,80.36,4646.43,No,Yes
C0981,0,No,No,70,No,Month-to-month,105.45,7689.71,No,Yes
C0982,0,Yes,No,27,DSL,Month-to-month,86.67,2568.81,Yes,No
C0983,0,No,Yes,3,No,Month-to-month,59.63,377.36,Yes,Yes
C0984,0,No,No,21,DSL,Two year,108.33,2502.62,No,No
C0985,0,Yes,No,44,No,One year,40.63,1995.2,No,No
C0986,0,Yes,No,66,No,One year,90.89,6363.99,No,No
C0987,0,No,No,65,Fiber optic,Month-to-month,107.92,7082.48,Yes,Yes
C0988,0,No,No,33,Fiber optic,Month-to-month,92.59,3154.29,Yes,No
C0989,0,No,Yes,54,Fiber optic,One year,89.12,4902.74,Yes,Yes
C0990,1,No,No,0,No,Two year,94.77,131.24,Yes,No
C0991,0,Yes,No,71,No,Month-to-month,65.44,4908.87,Yes,Yes
C0992,0,No,No,37,Fiber optic,Month-to-month,107.17,4020.89,No,Yes
C0993,0,No,No,5,Fiber optic,Month-to-month,38.75,627.83,No,Yes
C0994,0,No,Yes,24,Fiber optic,Month-to-month,30.99,892.44,No,Yes
C0995,0,No,No,16,No,Two year,47.12,835.19,No,No
C0996,0,No,Yes,60,Fiber optic,Month-to-month,72.22,4671.01,No,Yes
C0997,0,Yes,No,11,No,Month-to-month,70.08,789.92,Yes,Yes
C0998,0,Yes,Yes,5,Fiber optic,Month-to-month,101.7,818.48,Yes,Yes
C0999,0,Yes,No,26,DSL,Month-to-month,59.27,1890.12,No,Yes
C1000,0,Yes,Yes,7,Fiber optic,Month-to-month,67.4,579.26,No,Yes
